GalaxyID,Answer1.1,Answer1.2,Answer1.3,Answer2.1,Answer2.2,Answer3.1,Answer3.2,Answer4.1,Answer4.2,Answer5.1,Answer5.2,Answer5.3,Answer5.4,Answer6.1,Answer6.2,Answer7.1,Answer7.2,Answer7.3,Answer8.1,Answer8.2,Answer8.3,Answer8.4,Answer8.5,Answer8.6,Answer8.7,Answer9.1,Answer9.2,Answer9.3,Answer10.1,Answer10.2,Answer10.3,Answer11.1,Answer11.2,Answer11.3,Answer11.4,Answer11.5,Answer11.6
569297,0.083065,0.916935,0.0,0.023550559,0.893384441,0.107108754,0.786275687,0.71418939,0.179195051,0.015313503,0.438610665,0.363393949,0.076066325,0.092941,0.907059,0.009904754,0.065542604,0.007617642,0.092941,0.0,0.0,0.0,0.0,0.0,0.0,0.023550559,0.0,0.0,0.459257345,0.254932045,0.0,0.0,0.504445536,0.0,0.0,0.0,0.209743854
701332,0.275109,0.713127,0.011765,0.633522772,0.079604228,0.079604228,0.0,0.0,0.079604228,0.0,0.079604228,0.0,0.0,0.0,1.0,0.0,0.0,0.275109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134517791,0.0,0.499004982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908039,0.411643,0.587223,0.001134,0.234878043,0.352344957,0.0,0.352344957,0.205471019,0.146873938,0.0,0.133314295,0.219030662,0.0,0.0,1.0,0.017088536,0.106116626,0.28843825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208230659,0.0,0.026647384,0.205471019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205471019
401459,0.013316,0.986684,0.0,0.0,0.986684,0.753419076,0.233264924,0.986684,0.0,0.0,0.499841288,0.455254024,0.031587702,0.566929,0.433071,0.013316,0.0,0.0,0.040251959,0.0,0.075401557,0.112818871,0.150236185,0.188220428,0.0,0.0,0.0,0.0,0.35027282,0.381846708,0.254564472,0.191225279,0.508620802,0.09561264,0.0,0.0,0.191225279
607293,0.829407,0.128859,0.041733,0.021519453,0.107339547,0.0,0.107339547,0.0,0.107339547,0.0,0.021467909,0.064403728,0.021467909,0.0,1.0,0.653463234,0.175943766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021519453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137582,0.315757,0.663129,0.021114,0.0,0.663129,0.226939322,0.436189678,0.0,0.663129,0.0,0.19324839,0.374287912,0.095592035,0.30936,0.69064,0.307134624,0.008622376,0.0,0.185616,0.0,0.0,0.030936,0.092808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899435,0.266718,0.728299,0.004983,0.299311953,0.428987047,0.248346178,0.180640869,0.199183834,0.229803213,0.028490746,0.186775383,0.213720918,0.0,0.135404,0.864596,0.0,0.08446639,0.18225161,0.0,0.0270808,0.0270808,0.0812424,0.0,0.0,0.0,0.228654578,0.0,0.070657376,0.0,0.158524239,0.040659595,0.0,0.199183834,0.0,0.0,0.0,0.0
681230,0.043838,0.956162,0.0,0.0,0.956162,0.255536207,0.700625793,0.956162,0.0,0.014912303,0.380355507,0.508032775,0.052861416,0.394753,0.605247,0.020864784,0.022973216,0.0,0.054475914,0.040659559,0.163427742,0.081713871,0.054475914,0.0,0.0,0.0,0.0,0.0,0.172990741,0.740842923,0.042328336,0.0,0.0,0.863414286,0.0,0.030597184,0.06215053
264515,0.301234,0.685746,0.01302,0.0,0.685746,0.0,0.685746,0.386799832,0.298946168,0.0,0.443070777,0.160775207,0.081900016,0.0,1.0,0.0,0.264639792,0.036594208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188643051,0.120102121,0.078054659,0.0,0.0,0.0,0.0,0.0,0.386799832
300831,0.238528,0.761472,0.0,0.0,0.761472,0.109390783,0.652081217,0.384209835,0.377262165,0.023414503,0.657925514,0.0,0.080131983,0.156834,0.843166,0.0,0.230717639,0.007810361,0.089087515,0.0,0.0,0.050698002,0.01704864,0.0,0.0,0.0,0.0,0.0,0.122412711,0.19559508,0.06620166,0.0,0.194022509,0.0,0.0,0.0,0.190187326
706473,0.136749,0.863251,0.0,0.367365096,0.495885904,0.048641944,0.44724396,0.145430443,0.350455462,0.024952979,0.39506387,0.0,0.07586856,0.44146,0.55854,0.0,0.024059482,0.112689518,0.0,0.058845294,0.060540059,0.083495096,0.147850693,0.090728859,0.0,0.323697509,0.0,0.043667587,0.0,0.064385402,0.081045041,0.091098502,0.0,0.0,0.0,0.0,0.054331941
565099,0.076932,0.857882,0.065187,0.0,0.857882,0.331084116,0.526797884,0.30885382,0.54902818,0.791832807,0.066049193,0.0,0.0,0.835139,0.164861,0.0,0.076932,0.0,0.0,0.0,0.162016966,0.646397586,0.026724448,0.0,0.0,0.0,0.0,0.0,0.0,0.031208134,0.277645686,0.0,0.277951142,0.0,0.0,0.0,0.030902678
854231,0.724826,0.244074,0.0311,0.0,0.244074,0.0,0.244074,0.137161289,0.106912711,0.0,0.046364297,0.161748328,0.035961619,0.028396,0.971604,0.710502713,0.014323287,0.0,0.0,0.0,0.028396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137161289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137161289
372291,0.021393,0.978607,0.0,0.0,0.978607,0.135345263,0.843261737,0.944893989,0.033713011,0.0,0.801476197,0.177130803,0.0,0.627919,0.372081,0.001588965,0.019804035,0.0,0.005651271,0.0,0.0,0.074722361,0.149444722,0.398100646,0.0,0.0,0.0,0.0,0.093762775,0.570114072,0.281017142,0.0,0.889331388,0.055562601,0.0,0.0,0.0
961577,0.758918,0.225531,0.015551,0.0,0.225531,0.0,0.225531,0.0,0.225531,0.0,0.0,0.189722315,0.035808685,0.542975,0.457025,0.624528042,0.134389958,0.0,0.0,0.038596835,0.03980604,0.0,0.259164139,0.205408528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444737,0.504845,0.461465,0.033689,0.0,0.461465,0.0,0.461465,0.0,0.461465,0.0,0.0,0.461465,0.0,0.027641,0.972359,0.490749728,0.014095272,0.0,0.0,0.027641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833908,0.972378,0.0,0.027622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082752,0.917248,0.949288884,0.023089116,0.0,0.0,0.041376,0.041376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277730,0.042001,0.945833,0.012166,0.01346677,0.93236623,0.852216299,0.080149931,0.886532971,0.045833259,0.0,0.150551972,0.655187735,0.126626522,0.425946,0.574054,0.0,0.036195034,0.005805966,0.094654572,0.0,0.141981858,0.189309144,0.0,0.0,0.0,0.01346677,0.0,0.0,0.10024117,0.726769977,0.059521824,0.020875192,0.865657779,0.0,0.0,0.0,0.0
766963,0.782756,0.155387,0.061857,0.03884675,0.11654025,0.0,0.11654025,0.0,0.11654025,0.0,0.0,0.11654025,0.0,0.301271,0.698729,0.578560008,0.204195992,0.0,0.0,0.0,0.0,0.0,0.301271,0.0,0.0,0.03884675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932843,0.212201,0.787799,0.0,0.279518963,0.508280037,0.134087832,0.374192205,0.243984583,0.264295454,0.0,0.275146724,0.233133313,0.0,0.061153,0.938847,0.0,0.009574721,0.202626279,0.053084229,0.0,0.0,0.0,0.008068771,0.0,0.0,0.160215238,0.0,0.119303725,0.111195486,0.079459435,0.053329662,0.0,0.132390671,0.0,0.0,0.0,0.111593913
816282,0.789778,0.0,0.210222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073876,0.926124,0.310843195,0.478934805,0.0,0.0,0.0,0.0,0.0,0.073876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649120,0.169836,0.819527,0.010637,0.049827242,0.769699758,0.036980995,0.732718764,0.561443634,0.208256124,0.172692917,0.360554306,0.1999603,0.036492235,0.092946,0.907054,0.042459,0.127377,0.0,0.0371784,0.0185892,0.0185892,0.0185892,0.0,0.0,0.0,0.029198764,0.0,0.020628478,0.462942279,0.098501356,0.0,0.015810253,0.0,0.093544931,0.015810253,0.078487013,0.357791185
345878,0.694267,0.271978,0.033755,0.021716355,0.250261645,0.112049646,0.138211998,0.0,0.250261645,0.0,0.18213592,0.068125724,0.0,0.128451,0.871549,0.000905,0.58995616,0.10340621,0.064867755,0.0,0.0,0.0,0.063583245,0.0,0.0,0.021716355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840280,0.625562,0.374438,0.0,0.0,0.374438,0.0,0.374438,0.192607163,0.181830837,0.374438,0.0,0.0,0.0,0.0,1.0,0.0,0.196549704,0.429012296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102533267,0.090073895,0.0,0.0,0.0,0.0,0.0,0.0,0.192607163
938675,0.312312,0.531532,0.156156,0.0,0.531532,0.12491002,0.40662198,0.031360388,0.500171612,0.40662198,0.093549632,0.0,0.031360388,0.815,0.185,0.0,0.2810808,0.0312312,0.0,0.074090835,0.14818167,0.370454175,0.222272505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031360388,0.031360388,0.0,0.0,0.0,0.0,0.0
419933,0.458902,0.484518,0.05658,0.0,0.484518,0.0,0.484518,0.0,0.484518,0.0,0.0,0.417656939,0.066861061,0.330631,0.669369,0.361981898,0.096920102,0.0,0.0,0.0,0.0,0.0,0.183830836,0.146800164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785717,0.065748,0.910847,0.023405,0.041374314,0.869472686,0.064066225,0.80540646,0.869472686,0.0,0.0,0.115270341,0.629850361,0.124351984,0.529719,0.470281,0.0,0.065748,0.0,0.407761795,0.0,0.040829151,0.020149451,0.060978603,0.0,0.0,0.041374314,0.0,0.0,0.2085978,0.407823555,0.25305133,0.062539431,0.7652403,0.0,0.0,0.0,0.041692954
623916,0.706578,0.268489,0.024933,0.0,0.268489,0.087663269,0.180825731,0.10175035,0.16673865,0.0,0.0,0.268489,0.0,0.093612,0.906388,0.514034082,0.192543918,0.0,0.093612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10175035,0.0,0.0,0.0,0.0,0.0,0.10175035
